,Kalman (q MLE) - Unconstrained,Kalman (q MLE) - Beta-neutral,Kalman (q/10) - Unconstrained,Kalman (q/10) - Beta-neutral,Kalman (q/100) - Unconstrained,Kalman (q/100) - Beta-neutral,Static - Unconstrained,Static - Beta-neutral,Benchmark (EW) - Unconstrained,Benchmark (EW) - Beta-neutral
2010-09-30,0.12156580090245478,0.056265768967001195,0.12291431135945699,0.06670298081310372,0.12345430634647732,0.05993944284047922,0.059780515963825054,-0.04072035293826977,0.01647332463599998,-0.008267639150000027
2010-12-31,0.11849364075379845,0.06725235921943312,0.1254236949236413,0.07879384357946898,0.12707411576511632,0.08096738836813733,-0.009718823534567711,-0.05258524883535829,0.039532602710800065,0.020394347862000076
2011-03-31,0.05275017502116422,0.026227200651535457,0.055413264303704454,0.030377121776058197,0.05620887222520288,0.031453722021947794,-0.012813875834317746,-0.020188094299173294,0.017194615251999938,0.0064574266689999505
2011-06-30,0.02050346132657095,0.010524617856410616,0.016451369977725304,0.004247917841834349,0.01491867415734182,0.0007515477436320708,0.024006609297323508,0.023584422865601487,-0.008124423278399939,-0.0097191512029999
2011-09-30,-0.012135137525801688,0.04582605888280635,-0.0026393156367728737,0.05341803807580514,-0.0029354871968149815,0.061458369233588966,-0.029360368599408215,-0.0310922004049366,-0.041945999075599975,-0.014628809989500002
2011-12-31,0.09616795564256027,0.02682279638814236,0.08965378240182795,0.031023976240901304,0.08665166216876935,0.029162392579600807,0.014870139931177341,-0.014699591577667159,0.03895173299759994,0.019009222834499948
2012-03-31,0.04069425140803416,-0.030885594358586947,0.04352939124036533,-0.0357603811375533,0.033918271676854496,-0.03593760905819392,0.02347031792207923,0.01488114691813177,0.019420273824399942,-0.008432171269500025
2012-06-30,0.03230293287611036,0.04217825366193087,0.027573562867416194,0.043119515486190765,0.037792823286718395,0.07204969867399752,-0.03351095279425033,-0.032674363339814314,0.0031272888849998987,0.012232962876249875
2012-09-30,0.009172482794904721,-0.031319665841903675,0.01022032291870446,-0.03211286017168395,0.015518963665957156,-0.029615473661793665,0.01207020644191634,0.013633907627153042,0.012162037659600021,-0.00022625993000002548
2012-12-31,-0.001699862997010089,0.011004139657088966,0.0012795296027422465,0.020155786957125412,-0.00028912395506260763,0.018499969823405953,0.0029502757790704284,0.004324095809796806,0.01860735919999996,0.022822833975999948
2013-03-31,0.08569268026897119,0.02521824289318801,0.08285878255405008,0.019992238501018694,0.09298099872428324,0.032776308031372145,-0.0108740149860143,-0.030845807076628935,0.029090765048400045,0.00826043962075005
2013-06-30,-0.017413006670320277,-0.026385555773510136,-0.014016551051453788,-0.02305951779733991,-0.00886560220192198,-0.01573824906484737,0.006018243566825087,0.006263401364511214,0.01008907333319998,0.0047091667464999746
2013-09-30,0.021345736434060125,0.00222305769305859,0.01857226245053613,-0.003720734566674322,0.013196801936390522,-0.019447982165034884,0.01850502507966424,0.013851991173920667,0.007319103046000018,-0.007505997603749976
2013-12-31,0.08797212860618954,0.01600607491355086,0.08577126196312544,0.012895541867142226,0.09216960721195398,0.013704834605728423,0.03547616670845539,0.01922647459742456,0.029539777818399903,0.0108550549929999
2014-03-31,-0.021148969567088106,-0.028852708604954383,-0.02145731304071288,-0.03230836361526017,-0.018746368201564403,-0.03131781202077677,-0.012124333632269084,-0.012378212001845591,0.0025604667784000206,-0.0009008785169999502
2014-06-30,0.02344335615007616,-0.015389725029917745,0.027353870349359658,-0.012715150941999421,0.02932124637453328,-0.016010406798678878,0.006340148823345341,-0.001588729097737849,0.0027998870048000185,-0.0077609108349999505
2014-09-30,0.009871369704126817,-0.028614546903249608,0.019990253180819175,-0.01272882190745213,0.028281566466082503,0.004502898794749102,-0.024875898648688808,-0.031997721548581715,-0.01742260913179988,-0.0220840089427499
2014-12-31,0.051391416618669,0.029199154106480815,0.041122883023281286,0.006467918713783978,0.02954585749724726,-0.018765891584888023,0.028231708637379744,0.018335319465830138,0.015475845830199963,0.0066405851077499505
2015-03-31,0.009303266018885835,0.015758996538927893,0.013906446382171762,0.026136063451517637,0.010172838393703074,0.020977655479005083,-0.002635875322239709,-0.003158136480949503,-0.009475987759999981,-0.016192727233499977
2015-06-30,-0.0242442963099372,-0.00914851115574296,-0.03120961656225995,-0.022224349744561212,-0.039369579280547455,-0.03414377300753364,-0.01279296905172298,0.003143020163411589,-0.00689238556479996,-0.00965963317599995
2015-09-30,-0.03210055756327737,-0.010275811855856994,-0.03287815416669707,-0.011177630580981925,-0.04557382345844222,-0.03439752862532887,-0.02533804606603416,4.070599232002762e-05,-0.028811977278399944,-0.01735134191899995
2015-12-31,0.030841868112582806,-0.021812159075011685,0.027370992558569406,-0.018837488887328394,0.03248653427535947,-0.006905869670418879,0.019659400275458486,-0.029400091151277064,-0.0019023292927999598,-0.017463774709749923
2016-03-31,0.09368001097835632,0.0673919777442398,0.08955343845432963,0.0631052835976952,0.09472680534091146,0.0697559000019789,0.08239698131172507,0.04358790957340533,0.02754679363359998,0.03258223641449995
2016-06-30,0.005327146866265259,-0.004737207275425833,-6.831273287407919e-05,-0.015873149626393076,-0.0013731123142673596,-0.016022057396145813,0.004984116726139009,-0.008839542073458067,0.004558301455999961,-0.000990588531500075
2016-09-30,-0.007722553856432592,-0.0074479647006765355,-0.0063249505436705645,-0.005248980567321442,-0.009519842793421924,-0.012634074703949456,-0.0008055901862530053,0.006523176920425679,0.014495591206799961,0.006291191192999976
2016-12-31,0.020505459456502093,0.007710441936340184,0.028272460464375693,0.021992837234181134,0.04008744633025477,0.05223839163151418,0.055872068331305945,0.06449864338042155,0.060000714487199895,0.0634955068052499
2017-03-31,0.006619091231220316,-0.05132533567964573,-0.013572107169277437,-0.05179955300935543,-0.009615585262070181,-0.04990599594277633,0.053934978911060256,0.024194424739142906,-0.015702201718999942,-0.03397355234624995
2017-06-30,0.01866308990389551,0.004657109765942958,0.02014894126798132,0.00724168414468666,0.01685174249439303,0.00022151007351943475,0.008755881353705593,-0.005030747177870953,-0.00855594802120008,-0.018090975368500076
2017-09-30,0.004857616900541902,-0.015996183496927885,0.0028802094131084744,-0.020780877150494176,0.008592733739540984,-0.010864078275568883,-0.00391838865318357,-0.019760493679666535,0.00692225288460002,-0.0028590895482499246
2017-12-31,0.08203800510227088,0.02556341684031714,0.08400061554707552,0.028508973150193104,0.08386219541051945,0.02702694542642367,0.06006699339607885,0.005278761991970256,0.013467522597800003,0.0004397379472500743
2018-03-31,-0.018980724572140527,0.0008846117240192252,-0.013448940922809067,0.01108532343248464,-0.010661378154543225,0.01567288143123135,-0.03788080845353983,-0.03046296306458016,-0.01316051446779992,-0.014815820914749925
2018-06-30,-0.0004840231025414648,-0.0035918704953697327,-0.010099900804254292,-0.018558433343444643,-0.025702261273752084,-0.041294700873488605,0.025977754099256508,0.029300244685155147,0.002729347315999959,-0.005168246785750025
2018-09-30,0.06933516296670433,-0.00010138873678874807,0.06195002719390302,-0.004707958463163671,0.05814254587134129,-0.010850993679605006,0.026253923865102807,-0.014605815616680774,-0.00192848002679996,-0.01949755611349992
2018-12-31,-0.08258054960660141,-0.029014213480638307,-0.09546689176840728,-0.054908573869447475,-0.10180287001751308,-0.06575259714985655,-0.025096766988136763,-0.004794239277303344,-0.032887557221000084,-0.0035298152812500514
2019-03-31,0.07982242053046652,-0.005457863174770358,0.07998988015924025,-0.004972309387902156,0.08459552495412073,0.01595818993046982,0.03161298411102219,-0.029136784519073915,0.007015725499199982,-0.024476935705999976
2019-06-30,0.033538513322306604,-0.0009390144040920794,0.034409749614144426,0.00032726158703191583,0.03618782029568518,0.004126458555264919,0.018955645762219895,-0.00683551337652611,0.0011887302208000395,-0.00736375670499995
2019-09-30,0.03365323403703205,-0.00013991943271202123,0.03263807722679714,-0.0027906645697148855,0.03048727771433499,-0.005779649248940593,0.024451971472792065,0.0067033272736312256,0.005651646871999999,0.006965652995000024
2019-12-31,0.0496252671826478,-0.0038898419086309116,0.048366207684587846,-0.00949911907900881,0.04831070635960284,-0.009892607337532675,0.03090162709009034,-0.008783847374820939,0.012406462369400023,-0.0068575820592499505
2020-03-31,-0.12010651827012782,-0.02913152276924722,-0.11656256410751369,-0.018678406430812883,-0.1322339288333064,-0.05341817534743362,-0.2241937340867488,-0.1886438077217712,-0.12516758702659997,-0.10525047322699999
2020-06-30,0.20026978638444082,0.10161194217663955,0.17109728139380226,0.08708892431628137,0.15135759206193888,0.07493458361396398,0.020658906195404177,-0.054601726842465614,0.042795076510400085,-0.0036446358039998513
2020-09-30,0.10541303028200111,0.03324597033148069,0.1065889205995879,0.041122450473124295,0.0997310676497686,0.04345597343784153,0.017342082689139914,-0.04515151968286634,-0.001162402997599999,-0.025824242360999977
2020-12-31,0.021890119749941716,0.005602443033614594,0.013700474747743198,-0.005599188739277422,0.009318478579352467,-0.008427790476255215,0.027660483429608397,0.023860172300906125,0.06643732008939987,0.0450493106557498
2021-03-31,0.05752476839194243,0.08333068400021082,0.07270949297674653,0.10311173341960578,0.026253911959502566,0.02449659423174001,0.11405225152474278,0.11343104757440753,0.08951411731939998,0.09693125954224996
2021-06-30,0.06589096543122529,0.0008836451401649176,0.040406811719063844,-0.011193667585836842,0.046746085334308754,-0.007850421223566623,0.049020885532111994,0.023305140865184586,0.01080897308500006,-0.006859794830999949
2021-09-30,0.0020392592489780577,-0.0213414394255771,0.00637616479017495,-0.014496350083888263,0.017696800540202427,0.0068854774642029765,0.013215313023742624,0.022234373964902198,0.0029629326528000394,0.004356089116
2021-12-31,0.2089113644315877,0.13562044521195446,0.21040709418138534,0.13976187019511507,0.19443088182036966,0.1062091005514055,-0.0006839854984893382,0.04788633968762496,0.048681876944199884,0.039988666254249905
2022-03-31,0.02546380868492204,0.017067554490406506,0.012766744901716948,-0.005203065518671959,-0.022772435540261378,-0.05825412192207905,0.11910212376006007,0.15311165438340157,0.03418217948299996,0.05639048741374998
2022-06-30,-0.03392953532281137,0.05306577573950622,-0.030495439919242556,0.06458818523747759,-0.025535725200002406,0.06943011119032858,-0.012978907735412493,-0.03923666504720087,0.00761383760100005,0.05275078563125
2022-09-30,-0.12138233635152149,-0.08341148460824652,-0.12350394389771104,-0.08639117675262609,-0.1137490192747912,-0.07413315971492576,-0.010049640029789877,0.004015784390200457,-0.03542738212439998,-0.03326219938699998
2022-12-31,0.18025481277857364,0.11852269346477616,0.2050177215582503,0.15356708656795245,0.22188150201110282,0.17979809979057088,0.16877308993849083,0.10748474080685821,0.0803658411188,0.0861712385215
2023-03-31,0.007328659270134763,-0.030745890754228858,-0.007846949711884349,-0.049371468235164015,-0.021851713109448487,-0.06062221843273169,0.07318960130820831,0.0621002802304243,-0.032424662408399904,-0.05664708666549993
2023-06-30,0.05713397506288609,0.0268893732829303,0.041806319313904106,0.010569423915855011,0.034956383272512964,-0.001296666350479106,0.020358203261669282,-0.023439770394142828,-0.01055245185599998,-0.03190113807849998
2023-09-30,-0.013981842359977984,0.010732736359471879,-0.05235872478184533,-0.04806741714919846,-0.05626099055933531,-0.05311271614202835,-0.06640229280774869,-0.0657732528500362,-0.00114092964979998,0.009814460340749977
2023-12-31,0.020375655122562147,-0.020155327170583378,0.013956785220840973,-0.029852148348940045,-0.009080004913498594,-0.05951758291292044,0.004975235487667135,-0.030546473304445265,0.030535986610599947,0.011758436813249952
2024-03-31,0.04828542715899613,-0.033510148396746514,0.05026024048787433,-0.027807638646777322,0.05315157982230631,-0.03686090294749848,0.003461105987944524,-0.04120617940863316,-0.005428799249199961,-0.028892954342499926
2024-06-30,0.04760172990085153,0.031487771751520864,0.05216907415566858,0.04222673496377152,0.040681689954316175,0.017463352322501156,-0.013816468650427842,-0.037324816283769754,-0.01811635651599998,-0.02828108404499995
2024-09-30,0.03470953275929291,0.022008609483196395,0.03156592713884172,0.016501704349868376,0.030756495172734523,0.014923182878797809,0.02138375802525367,0.009464180157576798,0.023363731271000002,0.017632312072249974
2024-12-31,-0.010217857529975557,-0.02173890334326425,-0.007863004592158846,-0.016568554229187196,-0.00893689462432239,-0.020068570700523182,-0.011651139011521594,-0.0148913930447508,-0.00777672142119998,-0.014955068876499975
2025-03-31,-0.05757144958744784,-0.05552034630764672,-0.050081987292067864,-0.0405688480722403,-0.04498365081202952,-0.03184682410908307,-0.13418349488529857,-0.14559476359768628,-0.00744438531140002,0.005962856470749925
2025-06-30,0.02698563183065723,-0.07930855778896742,-0.007158621022422906,-0.09873909782393117,-0.01396567187830456,-0.097299055474909,0.11551379322040146,0.0839178767613547,-0.006496044112400043,-0.03382084030450003
2025-09-30,-0.01017077136921304,-0.05564616240433662,-0.008958250151031237,-0.05947247653023091,0.00444305071453914,-0.049490019756161116,-0.02859081847839753,-0.05889547532420239,0.01285016026560002,-0.0023802122799999994
2025-12-31,-0.03689955757361889,-0.04583137912192872,-0.03172492136678692,-0.0366173968768597,-0.024602321531255213,-0.023810840230664772,-0.08631031610034962,-0.09456778254576342,-0.005034701025600022,-0.009945559214000001
2026-03-31,-0.013203032799307865,0.029646473454884085,-0.010354902721947059,0.03193656664377202,-0.0052682128365354325,0.04511812230492782,-0.018597556294233625,-0.0008053247549628106,0.036054240488799905,0.05840218666799985
2026-06-30,-0.018681966527560406,-0.13303051227453508,-0.011830074908617438,-0.09418272085401833,-0.009931802136473392,-0.06993326119798793,-0.03802341347356548,-0.09882621016595952,-0.015666438000000022,-0.0579269225
