,Static - Unconstrained,Static - Unconstrained,Static - Unconstrained,Static - Unconstrained,Static - Unconstrained,Static - Beta-neutral,Static - Beta-neutral,Static - Beta-neutral,Static - Beta-neutral,Kalman (RW) - Unconstrained,Kalman (RW) - Unconstrained,Kalman (RW) - Unconstrained,Kalman (RW) - Unconstrained,Kalman (RW) - Unconstrained,Kalman (RW) - Beta-neutral,Kalman (RW) - Beta-neutral,Kalman (RW) - Beta-neutral,Kalman (RW) - Beta-neutral,Kalman (MR) - Unconstrained,Kalman (MR) - Unconstrained,Kalman (MR) - Unconstrained,Kalman (MR) - Unconstrained,Kalman (MR) - Unconstrained,Kalman (MR) - Beta-neutral,Kalman (MR) - Beta-neutral,Kalman (MR) - Beta-neutral,Kalman (MR) - Beta-neutral,LASSO - Unconstrained,LASSO - Unconstrained,LASSO - Unconstrained,LASSO - Unconstrained,LASSO - Unconstrained,Benchmark (EW) - Unconstrained,Benchmark (EW) - Unconstrained,Benchmark (EW) - Unconstrained,Benchmark (EW) - Unconstrained,Benchmark (EW) - Unconstrained,LASSO - Beta-neutral,LASSO - Beta-neutral,LASSO - Beta-neutral,LASSO - Beta-neutral,Benchmark (EW) - Beta-neutral,Benchmark (EW) - Beta-neutral,Benchmark (EW) - Beta-neutral,Benchmark (EW) - Beta-neutral
2004-09-30,0.1627475940362142,0.5176846928697383,0.4984787505275525,0.525186381730033,0.08147671398722817,0.6126915774213167,0.48306227062542667,0.4833742163200375,-0.02653890622913999,0.5232101209053147,0.14327928121509467,-0.10886232930492111,0.5566676840248523,1.085650331029676,0.5685851022376535,-0.27983564069215894,0.5455870946398026,1.0526727757047833,0.5440886224863367,0.08047548981540187,-0.0131972409373715,0.5278662109520751,1.0210562850259288,0.5157610669206567,-0.15543155115139312,0.5167744293090735,0.982997415982261,0.5623738668498126,0.14674556373891812,-0.02530636171671102,0.5042859080737994,0.9954066204015453,0.2,0.2,0.2,0.2,0.2,0.5980009999479015,-0.22491158495721206,0.5042897920595621,0.9355956413539434,0.25,0.25,0.25,0.25
2004-12-31,0.25676609709446957,0.47659327532101303,-0.13816285954540727,0.37480621740236497,1.151437216720782,0.6442750250039987,-0.20135837559601932,0.3074379426692844,1.061174673748437,0.537691294976002,0.10256229149290991,0.14950151305324416,0.5809045142061899,0.765942006681238,0.5396905996442599,0.06367804626669277,0.5839651376661726,0.6399021470853097,0.5578601936293545,0.055722224507589416,0.04371905577851184,0.5493876260469334,0.9265272690021855,0.5084285879015223,-0.10124577793639902,0.5524920829144965,0.8964485006911656,0.45645206363504803,0.4106270653979457,0.04058469341968365,0.5063501581588596,0.7882426779925952,0.2,0.2,0.2,0.2,0.2,0.775804869951498,-0.09752637267854287,0.4627249971536579,0.6508781505173807,0.25,0.25,0.25,0.25
2005-03-31,-0.01748390113065034,0.6591983971862042,-0.24340933988669908,0.32670883299409753,1.0775658636334613,0.6506503535602896,-0.24004477370746186,0.33277657912684927,1.0885490762061358,0.5239693089730861,0.17683862187176838,0.10724891165692042,0.4441178830210659,0.895853241514761,0.6217599002323193,0.006244744432996942,0.37587076899681243,0.8165420994942096,0.5094748523326406,0.13841066632546556,0.05892844620338913,0.5589862950799066,0.9239365115103199,0.5422536463583896,-0.05669806460267334,0.5313258594945929,0.8459057441177845,0.625390354505284,-0.06548826777190987,0.12168446023850897,0.4998038802114526,0.863637360897172,0.2,0.2,0.2,0.2,0.2,0.3997608134774342,-0.09637291426917936,0.5412301008654882,0.8660672348690944,0.25,0.25,0.25,0.25
2005-06-30,0.11237638324010281,0.5664603478760066,-0.4324975597169044,0.319742845186845,1.3756567364056642,0.6301097795147524,-0.46054978741435615,0.28444391649580125,1.3232494607385274,0.5478692070057037,0.0785583708533326,0.2377569281279556,0.5609442700514259,0.6825254100035131,0.5241598068330172,0.1882097714786728,0.5529740876126544,0.522916206130989,0.5671178798241256,0.04723741485380158,0.11695290657210143,0.5645685903649094,0.8317613951382373,0.5145936949224729,0.00341857118662089,0.5737040060483056,0.7603981301882067,0.6392934011911751,-0.07638485971070562,0.18200092828338243,0.5201324632245755,0.7697133063893227,0.2,0.2,0.2,0.2,0.2,0.38346165071422833,-0.020590987474886892,0.5750481583676041,0.7512924077943772,0.25,0.25,0.25,0.25
2005-09-30,0.013364265998719526,0.6367304695453231,-0.48816689906888217,0.23528310739064054,1.3629247753778042,0.6435367085698804,-0.49100347545247336,0.2307347780354663,1.3551836709926466,0.5413578818861459,0.12431820502445964,0.20971258321259317,0.5210924764126087,0.7410696986046306,0.5765117462457886,0.14275375331606957,0.4884216940281606,0.6097574498886821,0.5480223261416218,0.0609427167782052,0.10912575118299331,0.5676182720758851,0.8694173052724637,0.4960125273390439,-0.0058333978838640225,0.5606976469140018,0.8021317342666319,0.6360777373052596,-0.0732683458747801,0.19621637224775484,0.5275339852936142,0.7505715041867074,0.2,0.2,0.2,0.2,0.2,0.3671968714927771,-0.009199908141947684,0.5862261225303683,0.73156051292116,0.25,0.25,0.25,0.25
2005-12-31,0.04336050761633542,0.6122152736124892,-0.5158510969628356,0.3532926980090583,1.37209837997704,0.6350521528918625,-0.5257985108717723,0.3391045289463491,1.348722937941357,0.5389724297776993,0.15847604505674553,0.20464226834923566,0.4474180786720788,0.7818350493690014,0.6192597609120966,0.13279145249436355,0.3809850883685157,0.668331374516159,0.5388851023852353,0.11857007167307113,0.1305041677168939,0.5551944850293165,0.8323913735758859,0.5614998891846058,0.025806454186796588,0.5364923173567002,0.7412460370296432,0.5996811055527086,-0.061868232572850304,0.2562468570311345,0.49570018979051744,0.7483084812999671,0.2,0.2,0.2,0.2,0.2,0.3282292767650069,0.09489585949794646,0.5050926343314885,0.6920833838205617,0.25,0.25,0.25,0.25
2006-03-31,0.012079206022826326,0.6512701297149045,-0.45022981679305385,0.33833331824143914,1.2836969320014393,0.6574508559346764,-0.4528500523990219,0.33429698805938657,1.2768092283511743,0.5615669526907422,0.1009528495200856,0.1792307895750895,0.4794728367972028,0.806523359869302,0.5799762682532328,0.09076483028598563,0.43733225177664053,0.7222466238743819,0.5637256874265697,0.031097627362092217,0.14369521468478066,0.5472532763197382,0.8439133474432959,0.4785648987134796,0.03662957366266654,0.5411851584135303,0.7806174926132308,0.6371093057768701,-0.10533466754948252,0.30449974327888457,0.42873458675479176,0.7084422500300863,0.2,0.2,0.2,0.2,0.2,0.3214693135677389,0.16178026347619384,0.4332057467125684,0.6756390355277302,0.25,0.25,0.25,0.25
2006-06-30,0.08230106095226052,0.5460607773873303,-0.4556472182590314,0.4826460681401062,1.3280111969045991,0.5906607074689351,-0.4758766121140834,0.4576580107901372,1.2875181169687155,0.4895510191318296,0.29722098293049176,0.16337090673982158,0.4694722865699275,0.7617806370989858,0.7129758368978639,0.07904178464530337,0.4009773085272315,0.625447187126718,0.4849752092865159,0.28330463963894464,0.12873185638331913,0.5560653243427951,0.765249458843209,0.6869691767090483,0.03446555372967322,0.5135409452099624,0.629262627553894,0.6383664769450643,-0.08990298483855531,0.2863314995659178,0.4549198962228012,0.7021252970852054,0.2,0.2,0.2,0.2,0.2,0.346832745378793,0.1364099753590957,0.4711642664340275,0.668899957539428,0.25,0.25,0.25,0.25
2006-09-30,0.07971670375366305,0.6103054895582749,-0.598779142043937,0.39746257210732006,1.4086411776454308,0.6538236369179875,-0.6192151156154095,0.3726441355211195,1.3697608669899797,0.5602042891013408,0.06426257127870716,0.3376959412097843,0.5412101053328362,0.578777788811524,0.5134190041844335,0.32552702222698165,0.5249707086986386,0.37534477114156706,0.5794551831039928,0.025632323927572493,0.192360921983716,0.5607334459345551,0.7659709854707892,0.4916562726742543,0.10746572557233497,0.5692479413724371,0.6667490396965352,0.6483578709888715,-0.13565341282893592,0.27403729146587885,0.4687053092322334,0.7039708927785644,0.2,0.2,0.2,0.2,0.2,0.30165037371101305,0.13441314127233178,0.49290047376381235,0.6630586739048733,0.25,0.25,0.25,0.25
2006-12-31,-0.04535303486437367,0.7955940031741651,-0.44803261551042456,0.3635329485208446,1.073426616723235,0.7746267004113715,-0.43881859725727845,0.3796277592620295,1.101275261573994,0.5766262271503102,0.0470594775034718,0.22006208752015866,0.5104210133970014,0.7714762900101586,0.5115440302595936,0.14340595441515067,0.4854878130671699,0.6832615086860702,0.5818572926631492,-0.017554063630941946,0.2084489868714259,0.56057419040006,0.7732988378995734,0.421114250277318,0.12528540054844706,0.567372179021077,0.6902266076577014,0.6709567369868924,-0.11844165403621083,0.17119645103102626,0.4892551906638141,0.8093012345533824,0.2,0.2,0.2,0.2,0.2,0.3136106120730188,0.012437281567707018,0.5090861058056043,0.7959985395905712,0.25,0.25,0.25,0.25
2007-03-31,-0.0722050761408932,0.7974279574771352,-0.5227529476797164,0.47053264181163196,1.0430255907892108,0.7652738635260764,-0.5092333523445344,0.49746899329330785,1.0891850206091929,0.5438321085614704,0.15888829426737225,0.24363027498011552,0.48109860939552596,0.7335014300671712,0.612267772088325,0.17831625071483476,0.42309699068303414,0.6062962481611062,0.5382699165510765,0.1449960558744939,0.18470564660355493,0.5693065708278524,0.7653378536754345,0.5822121703635864,0.09460215979103623,0.5464139071817391,0.6495458717029692,0.672469658364733,-0.12169465258708181,0.18916924059758955,0.4745617794116443,0.7992516434359941,0.2,0.2,0.2,0.2,0.2,0.31135279113997655,0.0525708902240776,0.4783098195289067,0.7775413173188698,0.25,0.25,0.25,0.25
2007-06-30,-0.026861058182675503,0.7721602082893584,-0.3871524692941137,0.49208046335018024,1.0002399337060492,0.7593942402612658,-0.38156324261294755,0.5015722415529176,1.0161672899061258,0.5494789941586756,0.16375347817136005,0.13225920158956392,0.512306858863528,0.8494381658212331,0.6283278890533706,0.01887915759201978,0.46922037079966267,0.7757997156722999,0.5528135218970294,0.11640734534983832,0.1667265756838014,0.5677822849941371,0.7956230571374904,0.5660196131150752,0.068120414959407,0.5514524370327664,0.6999088509018678,0.6812530767357972,-0.1082822054499878,0.12946313997392364,0.546459985360581,0.7804592796700136,0.2,0.2,0.2,0.2,0.2,0.33851429335357786,-0.014293499914667638,0.5632241192570536,0.7682240101519361,0.25,0.25,0.25,0.25
2007-09-30,-0.0937417143374188,0.8166094062481385,-0.14848425308528093,0.37199760870491083,0.7642896341581981,0.7763659890084013,-0.12867505091272183,0.4068529307770307,0.8236292851362659,0.558537582412547,0.1303652081507865,0.07058200881654171,0.5751032253129538,0.8969037747644836,0.5944496370388722,-0.07812786054865012,0.5660060684328468,0.8516888735902295,0.5584792162725044,0.08181222639441808,0.16492640098933395,0.58832180159672,0.8055722983461299,0.5231083099117201,0.0603045178632956,0.5853586921462007,0.7176508041860171,0.6899424143297477,-0.12195127908641268,0.13536813512253132,0.5464419674715253,0.7635002788490323,0.2,0.2,0.2,0.2,0.2,0.33065904850052513,-0.02946827882129446,0.5835830523021225,0.7672899762157864,0.25,0.25,0.25,0.25
2007-12-31,-0.04164525358311655,0.7567858605408542,0.07382826103940372,0.3319943446430985,0.6074987947587192,0.7369984013077325,0.0829753537147447,0.3464885499204264,0.6317650425804722,0.5940298289705187,0.034963239762405125,-0.03755757186522,0.5254976426861585,1.0415831963915487,0.5283441637439417,-0.26396970042994367,0.517669278959814,1.1252721481582648,0.5989465634113332,-0.05884478235915793,0.1272554838103039,0.5611870496330028,0.8717662276190881,0.3882714716641465,-0.004066068079313156,0.5790707300115683,0.8622737887905594,0.7001206633410508,-0.1931606635702913,0.11022868293179343,0.5517659950322494,0.7619127938090556,0.2,0.2,0.2,0.2,0.2,0.2312531908172984,-0.0689972877649473,0.6107204680810151,0.7840543655485531,0.25,0.25,0.25,0.25
2008-03-31,-2.5538189534169014e-05,0.7357340832172086,0.21711341248688273,0.23719160513909457,0.49733061249140614,0.7357211414212003,0.2171186741756627,0.23720029318642785,0.4973450029350982,0.5782336952572559,0.06970986269158129,0.021845271063291705,0.5965504342516179,0.9233252148619787,0.5540056597645608,-0.14858154527593861,0.6106561743991017,0.9125405799238725,0.5971106877332318,-0.03784958257431536,0.10909317818908874,0.587367503719351,0.862175886170423,0.4235021839826749,-0.022279390251075587,0.6146257377828237,0.8409443065453659,0.6063685075967202,-0.09305948102814662,0.052640291616499496,0.651228814816059,0.8444932426047145,0.2,0.2,0.2,0.2,0.2,0.2405665951726876,-0.04567659825186894,0.6360563892025407,0.7258121434478289,0.25,0.25,0.25,0.25
